Respondent,Gender,EdLevel,Age,Country,WorkLoc,CompTotal,ConvertedComp,WorkWeekHrs,CodeRevHrs
721,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Sweden,Office,60000.0,79536.0,40.0,1.0
724,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,United States,Home,125000.0,125000.0,40.0,5.0
725,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",49.0,United States,Office,121000.0,121000.0,38.0,2.0
729,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Home,230000.0,230000.0,50.0,10.0
731,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Office,200.0,10000.0,48.0,20.0
732,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,United States,Office,80000.0,80000.0,40.0,1.0
740,Man,Some college/university study without earning a degree,29.0,United Kingdom,Home,43000.0,56264.0,40.0,4.0
741,Man,Some college/university study without earning a degree,22.0,United States,Office,880.0,44000.0,40.0,5.0
742,Man,Some college/university study without earning a degree,19.0,Russian Federation,Home,45000.0,8244.0,40.0,10.0
743,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Netherlands,Office,44000.0,50413.0,45.0,10.0
744,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,France,Home,21000.0,24061.0,60.0,2.0
746,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Canada,Other,90000.0,68705.0,40.0,6.0
749,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Mongolia,Office,30000000.0,12226.0,50.0,5.0
751,Man,Some college/university study without earning a degree,32.0,Netherlands,Office,3100.0,42624.0,40.0,8.0
752,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United States,Home,120000.0,120000.0,40.0,2.0
753,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,230000.0,230000.0,40.0,10.0
756,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Other,232000.0,232000.0,48.0,4.0
758,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United States,Office,104000.0,104000.0,40.0,5.0
760,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United Kingdom,Office,45000.0,706572.0,35.0,1.0
762,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",45.0,United States,Home,185000.0,185000.0,40.0,4.0
768,Man,Some college/university study without earning a degree,34.0,Spain,Home,45000.0,51559.0,39.0,3.0
769,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Malaysia,Office,5650.0,16548.0,50.0,3.0
770,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Home,68000.0,2000000.0,38.0,6.0
771,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,123500.0,123500.0,40.0,2.0
776,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",31.0,Canada,Office,48000.0,36642.0,35.0,1.0
777,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",45.0,United States,Home,165000.0,165000.0,42.0,1.0
780,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,South Africa,Other,33000.0,29724.0,40.0,2.0
785,Man,Some college/university study without earning a degree,37.0,United Kingdom,Home,46500.0,730128.0,45.0,7.0
787,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Australia,Office,90000.0,1000000.0,40.0,3.0
789,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United States,Office,180000.0,2000000.0,40.0,2.0
791,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Office,82000.0,82000.0,40.0,5.0
797,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United Kingdom,Office,62000.0,81125.0,35.0,3.0
801,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United Arab Emirates,Office,11000.0,35940.0,42.0,5.0
812,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",41.0,Luxembourg,Home,80000.0,91660.0,40.0,2.0
817,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Germany,Home,3000.0,41244.0,38.5,6.0
828,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,United States,Office,94000.0,94000.0,40.0,5.0
829,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,95000.0,95000.0,40.0,5.0
830,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",36.0,Hungary,Office,1000000.0,43308.0,40.0,5.0
831,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,India,Home,1100000.0,15392.0,9.0,2.0
837,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0,Dominican Republic,Home,7000.0,1656.0,40.0,12.0
842,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Germany,Office,69800.0,79973.0,40.0,8.0
843,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,86000.0,86000.0,42.5,6.0
844,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,France,Home,36000.0,494964.0,38.0,3.0
845,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",44.0,South Africa,Office,100000.0,90072.0,40.0,2.0
846,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Other,90000.0,90000.0,45.0,1.0
848,Man,Associate degree,26.0,Australia,Office,80000.0,58024.0,40.0,6.0
850,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,United States,Office,81000.0,81000.0,37.5,5.0
853,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,India,Office,1200000.0,16791.0,60.0,10.0
857,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,140000.0,140000.0,37.0,2.0
859,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United Kingdom,Office,35000.0,45797.0,37.5,3.0
860,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Home,66000.0,66000.0,45.0,2.0
861,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,55000.0,55000.0,40.0,2.0
864,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,95000.0,95000.0,45.0,1.0
869,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Portugal,Office,2600.0,35748.0,40.0,2.0
870,Man,Some college/university study without earning a degree,25.0,Italy,Office,1500.0,20628.0,40.0,5.0
872,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",32.0,United States,Other,135000.0,1620000.0,40.0,5.0
873,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Office,84000.0,84000.0,40.0,5.0
874,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Other,130000.0,130000.0,80.0,6.0
878,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,United Kingdom,Office,60000.0,942096.0,35.0,5.0
880,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Home,125000.0,125000.0,40.0,3.0
883,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",46.0,Spain,Office,49000.0,56142.0,40.0,5.0
884,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,France,Other,52000.0,714948.0,40.0,3.0
885,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Nigeria,Home,1000000.0,2770.0,40.0,20.0
890,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,India,Office,60000.0,10080.0,40.0,4.0
896,Man,Some college/university study without earning a degree,21.0,Brazil,Home,2600.0,8520.0,44.0,8.0
898,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,Bangladesh,Office,80000.0,11472.0,45.0,2.0
899,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Canada,Office,70000.0,53437.0,45.0,3.0
900,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,Serbia,Home,200000.0,23220.0,20.0,5.0
907,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,Russian Federation,Office,150000.0,27504.0,40.0,2.0
909,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Finland,Office,4200.0,57744.0,37.5,3.0
910,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Home,70000.0,70000.0,40.0,10.0
913,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Nigeria,Office,40000.0,1332.0,40.0,1.0
914,Man,Some college/university study without earning a degree,51.0,Mexico,Office,40000.0,25128.0,40.0,2.0
915,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,Canada,Office,275000.0,209931.0,40.0,5.0
916,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",41.0,United States,Home,129000.0,129000.0,50.0,3.0
919,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Home,238000.0,238000.0,50.0,1.0
920,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,France,Office,34000.0,467460.0,45.0,2.0
923,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Poland,Office,10000.0,32064.0,40.0,2.0
926,Man,Some college/university study without earning a degree,20.0,United Kingdom,Office,10000.0,13085.0,45.0,2.0
929,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Bangladesh,Office,150000.0,21504.0,40.0,5.0
930,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Office,80000.0,80000.0,40.0,1.0
932,Man,Some college/university study without earning a degree,34.0,Bulgaria,Office,4150.0,29136.0,55.0,1.0
934,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Brazil,Home,3400.0,11148.0,40.0,4.0
935,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,United States,Office,155000.0,155000.0,40.0,5.0
938,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United Kingdom,Home,41000.0,643764.0,38.0,3.0
942,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United Kingdom,Office,3960.0,5182.0,37.5,4.0
945,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",27.0,United States,Office,103000.0,103000.0,40.0,2.0
953,Woman,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Bulgaria,Office,4200.0,29484.0,40.0,3.0
955,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,United States,Office,94600.0,94600.0,40.0,2.0
957,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,98000.0,98000.0,40.0,0.25
958,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,New Zealand,Office,90000.0,62073.0,37.5,3.0
959,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Australia,Home,95000.0,68903.0,37.5,3.0
962,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Spain,Office,46000.0,52704.0,40.0,15.0
965,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,India,Office,320000.0,4478.0,40.0,10.0
967,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Canada,Home,108000.0,1000000.0,40.0,2.0
975,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Office,180000.0,180000.0,40.0,3.0
977,Man,Some college/university study without earning a degree,45.0,United States,Home,130000.0,130000.0,40.0,6.0
978,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Ukraine,Office,80000.0,34620.0,40.0,3.0
981,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,Slovenia,Home,50000.0,57287.0,40.0,2.0
983,Man,Some college/university study without earning a degree,29.0,Netherlands,Office,40000.0,45830.0,40.0,1.0
987,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Germany,Office,48000.0,54996.0,41.0,5.0
993,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Other,96000.0,1152000.0,40.0,3.0
1000,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Netherlands,Office,23192.0,318864.0,32.0,4.0
1005,Other,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,United Kingdom,Home,38000.0,49722.0,40.0,3.0
1007,Man,Some college/university study without earning a degree,27.0,Mexico,Office,60000.0,37692.0,40.0,10.0
1013,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Turkey,Office,2500.0,5760.0,40.0,10.0
1015,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,Nigeria,Other,1600000.0,53184.0,40.0,2.0
1016,Man,Some college/university study without earning a degree,25.0,Germany,Office,53000.0,728700.0,40.0,1.0
1017,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,165000.0,165000.0,50.0,10.0
1023,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Austria,Office,63700.0,72984.0,38.5,6.0
1024,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,230000.0,230000.0,40.0,2.0
1027,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,United States,Home,114000.0,114000.0,40.0,3.0
1034,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,110000.0,110000.0,40.0,1.0
1035,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",43.0,India,Office,2500000.0,34982.0,45.0,8.0
1036,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,United States,Office,149500.0,149500.0,55.0,3.0
1042,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",44.0,United States,Office,130000.0,130000.0,45.0,3.0
1043,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,France,Home,70000.0,80202.0,42.0,1.0
1051,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,Netherlands,Office,6000.0,82488.0,40.0,4.0
1054,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Iran,Office,65000000.0,18528.0,48.0,1.0
1055,Man,"Professional degree (JD, MD, etc.)",25.0,Colombia,Office,6000000.0,23304.0,40.0,8.0
1056,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United States,Home,107000.0,107000.0,40.0,4.0
1061,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,Luxembourg,Office,60000.0,68745.0,38.0,30.0
1064,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Germany,Office,4800.0,66000.0,40.0,20.0
1067,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Ukraine,Office,20000.0,64128.0,40.0,12.0
1069,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",40.0,Canada,Home,115000.0,1000000.0,40.0,4.0
1070,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Guatemala,Home,12000.0,18528.0,40.0,6.0
1071,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",39.0,Germany,Home,58700.0,67256.0,40.0,1.0
1073,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Canada,Office,155000.0,118325.0,35.0,3.0
1077,Man,Associate degree,22.0,Dominican Republic,Other,61000.0,14484.0,40.0,6.0
1079,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Home,1000000.0,13993.0,40.0,5.0
1081,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,United States,Office,260000.0,260000.0,40.0,2.0
1088,Man,Some college/university study without earning a degree,28.0,Turkey,Office,5600.0,12900.0,10.0,10.0
1096,Man,Some college/university study without earning a degree,19.0,Spain,Office,50000.0,57287.0,40.0,8.0
1097,Man,Some college/university study without earning a degree,26.0,United Kingdom,Office,35000.0,45797.0,37.5,4.0
1099,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",33.0,Australia,Office,74000.0,53672.0,40.0,5.0
1109,Man,"Professional degree (JD, MD, etc.)",20.0,Colombia,Office,1400000.0,5436.0,50.0,10.0
1110,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Home,55000.0,55000.0,40.0,2.0
1114,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Office,180000.0,180000.0,35.0,5.0
1117,Other,I never completed any formal education,25.0,Mexico,Office,5000.0,3144.0,40.0,2.0
1120,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,India,Office,60000.0,10080.0,40.0,4.0
1121,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,Canada,Office,3200.0,29316.0,20.0,2.0
1122,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Taiwan,Home,1250000.0,40614.0,40.0,1.5
1128,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,95000.0,95000.0,45.0,2.0
1129,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Yemen,Other,300000.0,14376.0,40.0,10.0
1131,Man,Some college/university study without earning a degree,24.0,France,Office,1750.0,24060.0,35.0,4.0
1133,Man,Some college/university study without earning a degree,24.0,Argentina,Office,106875.0,34524.0,40.0,2.0
1136,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Singapore,Office,6000.0,53316.0,42.0,5.0
1145,Man,Some college/university study without earning a degree,25.0,United States,Home,120000.0,120000.0,35.0,5.0
1146,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",23.0,Iran,Home,15000000.0,4272.0,44.0,5.0
1148,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",30.0,Switzerland,Office,210000.0,210973.0,42.0,1.0
1149,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Home,190000.0,190000.0,50.0,8.0
1150,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Home,125000.0,125000.0,40.0,2.0
1151,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Indonesia,Office,390000000.0,27956.0,40.0,2.0
1152,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Switzerland,Home,120000.0,120556.0,40.0,4.0
1153,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Iran,Home,80000000.0,22800.0,40.0,3.0
1154,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,France,Office,2900.0,39876.0,38.0,8.0
1158,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Colombia,Home,3185.0,38220.0,40.0,15.0
1161,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Home,130000.0,130000.0,60.0,10.0
1164,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,South Africa,Home,105000.0,94572.0,60.0,5.0
1166,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,Canada,Office,60000.0,45803.0,37.5,2.0
1167,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",49.0,United States,Home,128000.0,128000.0,40.0,6.0
1169,Man,Some college/university study without earning a degree,36.0,Canada,Home,94000.0,71758.0,40.0,0.5
1181,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,1600000.0,22388.0,45.0,2.0
1187,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,France,Office,63000.0,72182.0,50.0,5.0
1194,Man,Some college/university study without earning a degree,38.0,United States,Home,127741.0,127741.0,40.0,5.0
1197,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Sweden,Office,50000.0,66276.0,35.0,3.0
1201,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Brazil,Home,110000.0,30051.0,40.0,3.0
1202,Man,"Professional degree (JD, MD, etc.)",32.0,New Zealand,Office,38000.0,43538.0,40.0,2.0
1205,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Colombia,Office,4200000.0,16308.0,52.0,8.0
1206,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Office,98000.0,98000.0,40.0,10.0
1207,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Sweden,Other,34000.0,45072.0,40.0,8.0
1211,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,United States,Office,9000.0,108000.0,40.0,5.0
1219,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,United States,Office,179000.0,179000.0,60.0,4.0
1222,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,New Zealand,Office,135000.0,93109.0,37.5,3.0
1223,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,United States,Office,123000.0,123000.0,30.0,6.0
1224,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,United States,Office,177000.0,177000.0,60.0,4.0
1228,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Spain,Office,49000.0,56142.0,40.0,4.0
1232,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,800000.0,2000000.0,40.0,5.0
1234,Man,Some college/university study without earning a degree,42.0,United Kingdom,Home,42000.0,54956.0,37.0,2.0
1235,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,1735000.0,24277.0,45.0,6.0
1238,Man,"Professional degree (JD, MD, etc.)",38.0,Spain,Office,1300.0,17868.0,8.5,25.0
1241,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Spain,Office,60000.0,68745.0,40.0,10.0
1254,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",37.0,United States,Home,100000.0,100000.0,30.0,2.0
1257,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",52.0,United States,Office,105000.0,105000.0,40.0,1.0
1274,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",46.0,United States,Office,105000.0,105000.0,45.0,7.0
1280,Other,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United Kingdom,Office,55000.0,71966.0,40.0,6.0
1286,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Norway,Home,900000.0,106645.0,45.0,5.0
1287,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Sweden,Office,45000.0,59652.0,40.0,2.0
1288,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0,United States,Other,156000.0,156000.0,40.0,4.0
1289,Man,Associate degree,35.0,Canada,Home,105000.0,80155.0,36.0,1.0
1294,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United Kingdom,Office,40000.0,52339.0,40.0,2.0
1300,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,United States,Other,150000.0,150000.0,40.0,2.0
1301,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,Germany,Office,80000.0,91660.0,40.0,2.0
1302,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Office,200000.0,200000.0,60.0,10.0
1310,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,United Kingdom,Office,90000.0,117763.0,40.0,4.0
